Nr,Locus,Segregation,Phase,Classification,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180
287,stsnp_c1_14465,<nnxnp>,{-1},"(nn,np)",np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,nn,np,np,nn,np,nn,nn,nn,--,--,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,nn,--,nn,--,--,np,np,np,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn
288,stsnp_c1_12035,<nnxnp>,{-1},"(nn,np)",np,np,nn,nn,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,nn,nn,nn,--,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,np,np,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,np,np,nn,np,np,nn,np,--,--,nn,--,--,np,np,np,nn,np,np,nn,np,nn,nn,np,nn,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,--,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn
289,pPt-539063,<nnxnp>,{-1},"(nn,np)",np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,np,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn
290,toPt-437059,<nnxnp>,{-1},"(nn,np)",np,np,nn,nn,np,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,nn,nn,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn
291,pPt-652912,<nnxnp>,{-1},"(nn,np)",nn,np,np,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,--,np,nn,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,np,np,nn,np,--,nn,np,nn,np,np,np,np,np,--,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,--,nn,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,np,np,nn,nn,np,nn,np,np,--,np,nn,np,np,nn,--,nn,nn,--,nn,np,nn,nn,np,nn,np,nn,nn,np,--,nn
292,pPt-473473,<nnxnp>,{-1},"(nn,np)",nn,np,np,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,--,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,np,--,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,--,nn,np,--,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,nn,np,np,np,np,nn,np,np,nn,np,np,np,nn,np,np,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,--,nn,nn,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn
293,pPt-653258,<nnxnp>,{-1},"(nn,np)",nn,np,np,np,nn,np,np,np,np,np,nn,np,nn,nn,np,nn,nn,np,nn,np,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,nn,np,nn,np,np,np,np,np,np,np,nn,np,--,nn,np,nn,np,np,np,np,np,--,np,np,np,np,nn,np,nn,np,np,np,nn,np,np,nn,np,np,nn,np,np,np,nn,np,np,nn,np,--,nn,np,np,np,np,np,np,np,nn,np,np,np,np,nn,np,np,np,nn,nn,nn,nn,np,np,np,np,np,nn,np,np,np,np,nn,--,np,nn,np,np,np,nn,np,np,np,nn,nn,np,nn,np,np,--,np,nn,np,np,nn,np,nn,--,np,nn,np,nn,nn,np,nn,np,nn,nn,np,np,nn
294,stsnp_c1_9498,<nnxnp>,{-0},"(nn,np)",nn,nn,nn,np,nn,np,np,np,np,nn,np,nn,np,np,np,np,np,nn,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,np,np,nn,nn,nn,np,nn,--,np,np,--,--,np,np,np,nn,np,nn,np,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,np,nn,np,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,np,np,nn,nn,np,np,np,np,nn,--,nn,np,--,--,np,np,nn,np,nn,nn,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,np,np,np,np,nn,nn,np,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,np,nn,nn,np,np,np,np,np,np,nn,np,np,np,nn,np,np,nn,np,np,np,np,np,np,np,nn,np,np
295,toPt-437377,<nnxnp>,{-0},"(nn,np)",nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,nn,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn
296,stsnp_c1_8814,<nnxnp>,{-0},"(nn,np)",nn,nn,nn,np,nn,np,np,np,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,np,nn,nn,np,nn,nn,nn,np,nn,nn,--,nn,nn,np,nn,np,np,np,np,nn,nn,nn,nn,np,nn,np,nn,nn,np,np,np,nn,np,np,np,nn,nn,np,np,nn,np,nn,np,nn,nn,np,nn,nn,nn,np,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,--,--,np,np,--,np,np,nn,np,np,nn,nn,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,np,np,nn,nn,np,np,np,np,np,nn,nn,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,np,np,nn,np,nn,nn,np,nn,np,np,np,np,nn,np,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,np,nn
297,stsnp_c1_2132,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,--,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,np,--,--,nn,--,--,nn,np,np,np,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,nn,np,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,nn,np,np,nn,np,nn
298,pPt-657037,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,np,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,nn
299,capPt-673113,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,--,nn,np,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,nn
300,stsnp_c1_2254,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,--,--,np,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,np,np,np,nn,np,np,nn,np,nn,np,nn,--,nn,nn,--,nn,np,np,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,nn
301,PM0395_118,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,--,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,--,np,np,--,np,nn
302,stsnp_c1_16309,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,nn,nn,np,--,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,np,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,--,--,nn,--,nn,nn,np,np,nn,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,nn
303,toPt-436913,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,np,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,--,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,np,np,nn,np,nn,--,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,np,np,np,np,np,np,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,nn,nn,np,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,np,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,nn
304,stsnp_c1_4012,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,--,nn,np,nn,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,--,--,nn,--,--,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,nn,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,np
305,stsnp_c1_4009,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,--,np,np,nn,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,--,np,nn,--,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,np
306,pPt-650908,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,np
307,stsnp_c1_3996,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,np,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,--,--,nn,nn,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,--,--,nn,--,--,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,--,nn,np,np
308,toPt-438852,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,--,np,np,np,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,np,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,np,np,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,nn,np,np,np,nn,nn,nn,nn,nn,nn,--,np,nn,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,np,nn,np,np
309,MICRO.10953.C1_310,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,nn,--,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,np,np
310,PM1319_214,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,nn,np,nn,np,nn,np,np,np,np,np,np,nn,nn,np,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,nn,np,np,nn,np,np,np,np,np,np,nn,np,nn,np,np,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,nn,np,nn,np,nn,nn,nn,nn,nn,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,nn,np,np,np,nn,nn,np,np,nn,nn,np,nn
311,pPt-651955,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,np,np,--,np,nn,nn,--,nn,nn,nn,nn,np,nn,nn,np,np,--,np,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,--,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,--,np,np,np,np,nn,nn,np,np,nn,nn,np,np
312,pPt-473209,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,np,np
313,stsnp_c1_4359,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,--,--,nn,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,--,--,nn,--,--,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,np,np
314,toPt-437465,<nnxnp>,{-0},"(nn,np)",nn,np,np,np,np,nn,np,nn,nn,nn,np,nn,np,nn,np,nn,np,nn,np,nn,nn,--,np,nn,nn,nn,np,np,np,nn,np,np,nn,nn,nn,nn,nn,nn,nn,nn,np,np,nn,nn,nn,np,np,np,nn,np,nn,np,np,np,np,np,np,nn,nn,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,np,nn,np,np,np,nn,np,np,np,nn,np,np,nn,nn,nn,np,nn,np,np,nn,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,nn,np,nn,nn,nn,nn,np,np,np,nn,nn,nn,nn,np,nn,nn,nn,nn,nn,np,nn,nn,np,np,nn,nn,nn,np,np,nn,nn,np,np,np,np,nn,np,np,np,nn,np,nn,np,np,nn,nn,np,np,np,nn,np,nn,nn,nn,nn,nn,nn,np,np,np,nn,nn,nn,np,np,np,np,np,np,np,np,nn,nn,np,np,nn,nn,np,np
